date,Appliances,lights,T1,RH_1
12/1/2016 3:20,20,0,20.5,46.29
12/1/2016 3:30,40,0,20.42666667,46.23
12/1/2016 3:40,50,0,20.39,46.29
12/1/2016 3:50,50,0,20.39,46.36333333
12/1/2016 4:00,40,0,20.29,46.5
12/1/2016 4:10,50,0,20.29,46.545
12/1/2016 4:20,40,0,20.23,46.5
12/1/2016 4:30,40,0,20.2,46.43333333
12/1/2016 4:40,40,0,20.2,46.56
12/1/2016 4:50,60,0,20.16666667,46.36333333
12/1/2016 5:00,50,0,20.1,46.36333333
12/1/2016 5:10,50,0,20.1,46.5
12/1/2016 5:20,40,0,20.03333333,46.36
12/1/2016 5:30,40,0,20,46.29
12/1/2016 5:40,40,0,20,46.29
12/1/2016 5:50,40,0,20,46.23
12/1/2016 6:00,50,0,19.92666667,46.23
12/1/2016 6:10,70,10,19.89,46.23
12/1/2016 6:20,40,0,19.89,46.43
12/1/2016 6:30,30,0,19.89,46.62666667
12/1/2016 6:40,20,10,19.89,46.7
12/1/2016 6:50,30,0,19.89,46.86333333
12/1/2016 7:00,40,10,19.82333333,46.86333333
12/1/2016 7:10,50,10,19.85666667,46.93
12/1/2016 7:20,60,20,19.79,46.79
12/1/2016 7:30,60,20,19.79,46.895
12/1/2016 7:40,70,20,19.79,47.42666667
12/1/2016 7:50,60,30,19.79,48.36666667
12/1/2016 8:00,140,20,19.79,48.66666667
12/1/2016 8:10,110,30,19.79,48.53333333
12/1/2016 8:20,90,10,19.89,50
12/1/2016 8:30,60,0,19.89,48.73333333
12/1/2016 8:40,60,0,19.89,48.02666667
12/1/2016 8:50,60,0,19.89,47.63333333
12/1/2016 9:00,50,0,19.85666667,47.06333333
12/1/2016 9:10,60,0,19.79,46.65666667
12/1/2016 9:20,50,0,19.79,46.33333333
12/1/2016 9:30,30,0,19.79,46.06666667
12/1/2016 9:40,40,0,19.76,45.86333333
12/1/2016 9:50,30,0,19.7,45.79
12/1/2016 10:00,260,0,19.7,45.66333333
12/1/2016 10:10,500,0,19.7,45.59
12/1/2016 10:20,450,0,19.73,47.79333333
12/1/2016 10:30,50,10,19.79,48.79333333
12/1/2016 10:40,60,0,19.89,47.94
12/1/2016 10:50,60,0,19.89,47.16
12/1/2016 11:00,50,0,19.89,46.76666667
12/1/2016 11:10,50,0,20,46.29666667
12/1/2016 11:20,50,0,20,45.96333333
12/1/2016 11:30,60,0,20,46.22333333
12/1/2016 11:40,60,0,20,45.96333333
12/1/2016 11:50,60,0,20,45.72333333
12/1/2016 12:00,60,0,20,45.66333333
12/1/2016 12:10,190,0,20.03333333,45.5
12/1/2016 12:20,220,0,20.1,45.69333333
12/1/2016 12:30,170,0,20.1,45.4
12/1/2016 12:40,390,0,20.1,45.32666667
12/1/2016 12:50,90,0,20.1,45.32666667
12/1/2016 13:00,60,0,20.16666667,46.99333333
12/1/2016 13:10,290,0,20.1,46.43
12/1/2016 13:20,130,0,20.1,46.03
12/1/2016 13:30,140,0,20.06666667,45.36333333
12/1/2016 13:40,240,0,20,44.96333333
12/1/2016 13:50,50,0,20,44.76
12/1/2016 14:00,60,0,20,44.595
12/1/2016 14:10,60,0,20,44.43333333
12/1/2016 14:20,60,0,20,44.26
12/1/2016 14:30,370,0,20,44.2
12/1/2016 14:40,200,0,20,44.06
12/1/2016 14:50,70,0,20,44.06
12/1/2016 15:00,50,0,20,44.09
12/1/2016 15:10,40,0,20,44.03
12/1/2016 15:20,40,0,19.96333333,43.9
12/1/2016 15:30,30,0,19.96333333,43.9
12/1/2016 15:40,30,0,20,43.86333333
12/1/2016 15:50,30,0,20.06666667,43.86333333
12/1/2016 16:00,30,0,20.1,43.79
12/1/2016 16:10,40,0,20.1,43.73
12/1/2016 16:20,50,0,20.1,43.56
12/1/2016 16:30,40,0,20.1,43.43333333
12/1/2016 16:40,40,0,20.1,43.16333333
12/1/2016 16:50,40,0,20.1,43.03
12/1/2016 17:00,60,0,20.06666667,42.83333333
12/1/2016 17:10,60,10,20,42.6725
12/1/2016 17:20,210,20,20,42.53
12/1/2016 17:30,380,20,20.03333333,43.49666667
12/1/2016 17:40,370,40,20.03333333,42.96333333
12/1/2016 17:50,230,30,20,43.16
12/1/2016 18:00,80,40,20,43.9
12/1/2016 18:10,90,30,20,43.7
12/1/2016 18:20,70,20,20,43.76
12/1/2016 18:30,40,10,20.03333333,44
12/1/2016 18:40,40,0,20.1,44.26
12/1/2016 18:50,30,0,20.1,44.2
12/1/2016 19:00,50,0,20.1,44.12666667
12/1/2016 19:10,50,0,20.1,44.06
12/1/2016 19:20,60,0,20.1,44
12/1/2016 19:30,50,0,20.1,43.9
12/1/2016 19:40,60,0,20.1,43.82666667
12/1/2016 19:50,60,0,20.03333333,43.73
12/1/2016 20:00,60,0,20.1,43.73
12/1/2016 20:10,50,0,20.06666667,43.49
12/1/2016 20:20,50,0,20,43.29
12/1/2016 20:30,50,0,20,43.145
12/1/2016 20:40,50,0,20,43.06
12/1/2016 20:50,50,0,19.92666667,43
12/1/2016 21:00,60,0,19.89,42.86333333
12/1/2016 21:10,60,0,19.89,42.79
12/1/2016 21:20,40,0,19.89,42.7
12/1/2016 21:30,30,0,19.82333333,42.62666667
12/1/2016 21:40,30,20,19.79,42.59
12/1/2016 21:50,30,10,19.79,42.72333333
12/1/2016 22:00,40,0,19.76,42.76
12/1/2016 22:10,50,10,19.7,42.7
12/1/2016 22:20,50,0,19.7,42.7
12/1/2016 22:30,50,0,19.63333333,42.62666667
12/1/2016 22:40,40,0,19.66666667,43
12/1/2016 22:50,50,0,19.6,43
12/1/2016 23:00,40,0,19.6,43
12/1/2016 23:10,40,0,19.53333333,43
12/1/2016 23:20,40,0,19.5,43.09
12/1/2016 23:30,40,0,19.5,43.09
12/1/2016 23:40,50,0,19.5,43.145
12/1/2016 23:50,50,0,19.5,43.2
13/1/2016 0:00,50,0,19.42666667,43.2
13/1/2016 0:10,30,0,19.39,43.2
13/1/2016 0:20,20,0,19.39,43.26
13/1/2016 0:30,30,0,19.39,43.29
13/1/2016 0:40,20,0,19.39,43.36333333
13/1/2016 0:50,40,0,19.39,43.4
13/1/2016 1:00,50,0,19.32333333,43.46666667
13/1/2016 1:10,60,0,19.29,43.5
13/1/2016 1:20,50,0,19.29,43.56
13/1/2016 1:30,40,0,19.29,43.59
13/1/2016 1:40,40,0,19.29,43.59
13/1/2016 1:50,50,0,19.29,43.7
13/1/2016 2:00,40,0,19.29,43.76
13/1/2016 2:10,40,0,19.2,43.7
13/1/2016 2:20,50,0,19.2,43.76
13/1/2016 2:30,50,0,19.2,43.79
13/1/2016 2:40,50,0,19.2,43.86333333
13/1/2016 2:50,40,0,19.2,43.9
13/1/2016 3:00,30,0,19.1,43.93333333
13/1/2016 3:10,20,0,19.1,44
13/1/2016 3:20,20,0,19.1,44
13/1/2016 3:30,20,0,19.1,44
13/1/2016 3:40,50,0,19.1,44.09
13/1/2016 3:50,50,0,19.1,44.09
13/1/2016 4:00,50,0,19.03333333,44.03
13/1/2016 4:10,40,0,19.03333333,44.09
13/1/2016 4:20,40,0,19,44.09
13/1/2016 4:30,50,0,19,44.09
13/1/2016 4:40,40,0,19,44.09
13/1/2016 4:50,50,0,19,44.16333333
13/1/2016 5:00,50,0,18.96333333,44.2
13/1/2016 5:10,50,0,18.89,44.2
13/1/2016 5:20,40,0,18.89,44.2
13/1/2016 5:30,40,0,18.89,44.2
13/1/2016 5:40,50,0,18.89,44.23
13/1/2016 5:50,20,0,18.89,44.29
13/1/2016 6:00,20,0,18.89,44.29
13/1/2016 6:10,50,0,18.865,44.365
13/1/2016 6:20,30,10,18.79,44.72333333
13/1/2016 6:30,50,10,18.89,45.03
13/1/2016 6:40,50,10,18.89,45.09
13/1/2016 6:50,200,0,18.89,45
13/1/2016 7:00,110,10,18.89,45
13/1/2016 7:10,80,10,18.79,44.63333333
13/1/2016 7:20,50,0,18.79,44.5
13/1/2016 7:30,50,0,18.79,44.59
13/1/2016 7:40,50,0,18.79,44.53
13/1/2016 7:50,40,0,18.79,44.36333333
13/1/2016 8:00,40,0,18.79,44.23
13/1/2016 8:10,30,0,18.79,44.06
13/1/2016 8:20,180,20,18.79,43.93333333
13/1/2016 8:30,350,30,18.79,43.9
13/1/2016 8:40,350,20,18.79,43.9
13/1/2016 8:50,300,30,18.79,44
13/1/2016 9:00,400,20,18.85666667,44.06
13/1/2016 9:10,390,30,18.89,44.23
13/1/2016 9:20,290,30,18.9975,44.3975
13/1/2016 9:30,60,30,19.1,44.5
13/1/2016 9:40,70,20,19.13333333,44.5
13/1/2016 9:50,110,30,19.2,44.36
13/1/2016 10:00,90,20,19.2,44.06
13/1/2016 10:10,60,20,19.2,44.06
13/1/2016 10:20,70,20,19.2,44.09
13/1/2016 10:30,80,20,19.2,44.16333333
13/1/2016 10:40,60,0,19.23,44.39
13/1/2016 10:50,40,10,19.29,44.79666667
13/1/2016 11:00,30,10,19.29,45.16333333
13/1/2016 11:10,70,10,19.23,45.03
13/1/2016 11:20,50,10,19.29,45.73333333
13/1/2016 11:30,80,10,19.29,45.12666667
13/1/2016 11:40,80,10,19.2,44.83333333
13/1/2016 11:50,50,0,19.2,44.7
13/1/2016 12:00,40,0,19.2,44.9
13/1/2016 12:10,50,0,19.2,44.69333333
13/1/2016 12:20,40,0,19.2,43.6
13/1/2016 12:30,40,0,19.2,43.12
13/1/2016 12:40,50,0,19.13333333,42.76666667
13/1/2016 12:50,30,0,19.16666667,42.46666667
13/1/2016 13:00,30,0,19.1,42.26666667
13/1/2016 13:10,20,0,19.1,42.09
13/1/2016 13:20,20,0,19.1,41.96333333
13/1/2016 13:30,50,0,19.06666667,41.76
13/1/2016 13:40,40,0,19,41.62666667
13/1/2016 13:50,50,0,19,41.56
13/1/2016 14:00,40,0,19,41.43333333
13/1/2016 14:10,60,0,19,41.29
13/1/2016 14:20,40,0,19,41.29
13/1/2016 14:30,40,0,19,41.2
13/1/2016 14:40,50,0,19,41.12666667
13/1/2016 14:50,40,0,19.03333333,41.12666667
13/1/2016 15:00,40,0,19.1,41.12666667
13/1/2016 15:10,30,0,19.13333333,41
13/1/2016 15:20,30,0,19.2,40.93333333
13/1/2016 15:30,30,0,19.2,40.76
13/1/2016 15:40,40,0,19.2675,40.745
13/1/2016 15:50,80,0,19.29,40.56666667
13/1/2016 16:00,70,0,19.39,40.53
13/1/2016 16:10,80,0,19.39,40.59
13/1/2016 16:20,70,0,19.39,40.62666667
13/1/2016 16:30,80,0,19.39,40.7
13/1/2016 16:40,80,0,19.32333333,40.73
13/1/2016 16:50,100,0,19.39,40.86333333
13/1/2016 17:00,90,0,19.35666667,40.79
13/1/2016 17:10,100,10,19.29,40.73
13/1/2016 17:20,90,0,19.29,40.66333333
13/1/2016 17:30,110,0,19.29,40.66333333
13/1/2016 17:40,90,10,19.29,40.79
13/1/2016 17:50,100,0,19.29,40.73
13/1/2016 18:00,100,10,19.29,40.79
13/1/2016 18:10,110,0,19.29,40.73
13/1/2016 18:20,100,10,19.26,40.7
13/1/2016 18:30,90,10,19.26,40.76
13/1/2016 18:40,90,10,19.29,40.9
13/1/2016 18:50,180,10,19.29,40.82666667
13/1/2016 19:00,140,0,19.29,41.15
13/1/2016 19:10,100,10,19.32333333,42.15666667
13/1/2016 19:20,110,20,19.39,42.09666667
13/1/2016 19:30,340,20,19.39,41.73
13/1/2016 19:40,380,20,19.39,41.65666667
13/1/2016 19:50,210,30,19.39,41.59
13/1/2016 20:00,150,20,19.46333333,41.59
13/1/2016 20:10,330,20,19.5,41.6
13/1/2016 20:20,420,20,19.5,41.32666667
13/1/2016 20:30,330,20,19.53333333,41.29
13/1/2016 20:40,130,20,19.6,41.43
13/1/2016 20:50,130,20,19.6,41.5
13/1/2016 21:00,110,20,19.6,41.56
13/1/2016 21:10,250,10,19.6,41.59
13/1/2016 21:20,520,0,19.6,41.53
13/1/2016 21:30,360,0,19.6,41.5
13/1/2016 21:40,330,0,19.6,41.69333333
13/1/2016 21:50,310,0,19.6,42
13/1/2016 22:00,270,0,19.6,42
13/1/2016 22:10,230,0,19.6,42.145
13/1/2016 22:20,170,10,19.6,42.2
13/1/2016 22:30,60,0,19.6,42.06666667
13/1/2016 22:40,30,0,19.5,42
13/1/2016 22:50,30,0,19.5,42.13333333
13/1/2016 23:00,30,0,19.5,42.2
13/1/2016 23:10,40,0,19.42666667,42.12666667
13/1/2016 23:20,50,0,19.39,42.09
13/1/2016 23:30,50,0,19.39,42.09
13/1/2016 23:40,40,0,19.35666667,42.09
13/1/2016 23:50,40,0,19.29,42.09
14/1/2016 0:00,50,0,19.29,42.09
14/1/2016 0:10,50,0,19.29,42.09
14/1/2016 0:20,40,0,19.2,42.06
14/1/2016 0:30,60,0,19.2,42.06
14/1/2016 0:40,40,0,19.2,42.09
14/1/2016 0:50,40,0,19.13333333,42.09
14/1/2016 1:00,50,0,19.1,42.09
14/1/2016 1:10,40,0,19.1,42.09
14/1/2016 1:20,30,0,19.1,42.09
14/1/2016 1:30,30,0,19,42
14/1/2016 1:40,30,0,19,42.06
14/1/2016 1:50,40,0,19,42.09
14/1/2016 2:00,40,0,19,42.09
14/1/2016 2:10,50,0,18.96333333,42.09
14/1/2016 2:20,40,0,18.89,42.16333333
14/1/2016 2:30,40,0,18.89,42.2
14/1/2016 2:40,40,0,18.89,42.2
14/1/2016 2:50,50,0,18.79,42.12666667
14/1/2016 3:00,50,0,18.79,42.2
14/1/2016 3:10,50,0,18.79,42.2
14/1/2016 3:20,40,0,18.79,42.2
14/1/2016 3:30,50,0,18.76,42.23
14/1/2016 3:40,40,0,18.7,42.29
14/1/2016 3:50,40,0,18.7,42.29
14/1/2016 4:00,20,0,18.7,42.29
14/1/2016 4:10,30,0,18.7,42.29
14/1/2016 4:20,30,0,18.7,42.29
14/1/2016 4:30,40,0,18.66666667,42.29
14/1/2016 4:40,50,0,18.6,42.29
14/1/2016 4:50,40,0,18.6,42.29
14/1/2016 5:00,40,0,18.6,42.32666667
14/1/2016 5:10,50,0,18.6,42.4
14/1/2016 5:20,40,0,18.6,42.4
14/1/2016 5:30,50,0,18.53333333,42.4
14/1/2016 5:40,50,0,18.5,42.43333333
14/1/2016 5:50,40,0,18.5,42.5
14/1/2016 6:00,50,0,18.5,42.5
14/1/2016 6:10,40,0,18.5,42.5
14/1/2016 6:20,40,0,18.46333333,42.56
14/1/2016 6:30,40,0,18.39,42.5
14/1/2016 6:40,40,0,18.39,42.53
14/1/2016 6:50,30,10,18.39,42.59
14/1/2016 7:00,70,10,18.39,42.59
14/1/2016 7:10,360,20,18.39,42.86333333
14/1/2016 7:20,400,10,18.39,43.36
14/1/2016 7:30,70,10,18.39,43.96666667
14/1/2016 7:40,70,0,18.39,44.09
14/1/2016 7:50,390,0,18.39,44.0225
14/1/2016 8:00,100,0,18.39,43.93333333
14/1/2016 8:10,80,10,18.39,43.76
14/1/2016 8:20,70,0,18.39,43.7
14/1/2016 8:30,170,10,18.39,43.59
14/1/2016 8:40,360,0,18.39,43.53
14/1/2016 8:50,180,10,18.39,43.36333333
14/1/2016 9:00,130,0,18.39,43.29
14/1/2016 9:10,70,20,18.42666667,43.32666667
14/1/2016 9:20,70,10,18.5,43.4
14/1/2016 9:30,180,20,18.53333333,43.4
14/1/2016 9:40,170,20,18.53333333,43.26666667
14/1/2016 9:50,390,30,18.6,43.29
14/1/2016 10:00,420,20,18.66666667,43.49
14/1/2016 10:10,340,20,18.7,43.63333333
14/1/2016 10:20,550,10,18.7,43.43333333
14/1/2016 10:30,690,10,18.79,43.76666667
14/1/2016 10:40,620,10,18.79,43.69333333
14/1/2016 10:50,610,10,18.82333333,43.26
14/1/2016 11:00,490,10,18.9175,43.05
14/1/2016 11:10,260,20,19,42.93333333
14/1/2016 11:20,240,10,19.1,42.86333333
14/1/2016 11:30,220,10,19.16666667,43.53
14/1/2016 11:40,130,10,19.36,44.56666667
14/1/2016 11:50,90,10,19.56666667,44.5
14/1/2016 12:00,290,10,19.73,45.12333333
14/1/2016 12:10,410,0,19.99666667,45.73
14/1/2016 12:20,320,0,20.1,45.05666667
14/1/2016 12:30,260,0,20.16666667,44.46333333
14/1/2016 12:40,210,0,20.36,45.19333333
14/1/2016 12:50,210,0,20.56666667,44.72666667
14/1/2016 13:00,140,0,20.82333333,44.33333333
14/1/2016 13:10,60,0,20.96333333,43.86666667
14/1/2016 13:20,50,0,21.1,43.52666667
14/1/2016 13:30,60,0,21.16666667,43.06666667
14/1/2016 13:40,50,0,21.2,42.1
14/1/2016 13:50,60,0,21.2,41.69333333
14/1/2016 14:00,140,0,21.23,41.59666667
14/1/2016 14:10,270,0,21.29,41.565
14/1/2016 14:20,200,0,21.35666667,41.29
14/1/2016 14:30,60,0,21.35666667,40.83333333
14/1/2016 14:40,50,0,21.35666667,40.62666667
14/1/2016 14:50,60,0,21.5,40.56
14/1/2016 15:00,80,0,21.5,40.43333333
14/1/2016 15:10,50,0,21.6,40.26
14/1/2016 15:20,40,0,21.6,40.12666667
14/1/2016 15:30,50,0,21.6,40.06
14/1/2016 15:40,50,0,21.6,40
14/1/2016 15:50,40,0,21.53333333,40
14/1/2016 16:00,30,0,21.53333333,39.93333333
14/1/2016 16:10,30,0,21.5,39.79
14/1/2016 16:20,200,0,21.5,39.73
14/1/2016 16:30,450,0,21.39,39.59
14/1/2016 16:40,400,0,21.39,39.79666667
14/1/2016 16:50,740,0,21.39,40.56666667
14/1/2016 17:00,910,0,21.46333333,41.69333333
14/1/2016 17:10,610,10,21.63333333,45.19666667
14/1/2016 17:20,510,10,21.76,47.13
14/1/2016 17:30,190,0,21.945,45.3
14/1/2016 17:40,110,10,22,43.99666667
14/1/2016 17:50,100,0,22.06666667,43.19666667
14/1/2016 18:00,90,10,22.1,42.36333333
14/1/2016 18:10,110,10,22.1,41.89
14/1/2016 18:20,100,0,22.13333333,41.43
14/1/2016 18:30,110,10,22.2,41.15666667
14/1/2016 18:40,100,10,22.1,40.83333333
14/1/2016 18:50,790,10,22.16666667,40.5
14/1/2016 19:00,380,10,22.2,40.69333333
14/1/2016 19:10,360,10,22.26,41.83333333
14/1/2016 19:20,360,10,22.32333333,42.56333333
14/1/2016 19:30,100,10,22.46333333,47.76333333
14/1/2016 19:40,100,10,22.73,46.86
14/1/2016 19:50,90,10,22.79,45.52666667
14/1/2016 20:00,90,20,22.79,44.83333333
14/1/2016 20:10,110,10,22.73,44.1
14/1/2016 20:20,140,30,22.7,43.29666667
14/1/2016 20:30,110,20,22.7,42.89
14/1/2016 20:40,100,20,22.7,43.06666667
14/1/2016 20:50,110,20,22.7,43.07
14/1/2016 21:00,130,20,22.7,42.63333333
14/1/2016 21:10,140,30,22.73,41.93
14/1/2016 21:20,130,20,22.79,41.79
14/1/2016 21:30,120,20,22.79,41.79
14/1/2016 21:40,100,10,22.79,41.73
14/1/2016 21:50,80,0,22.79,41.56
14/1/2016 22:00,50,10,22.79,41.5
14/1/2016 22:10,50,0,22.92666667,41.03333333
14/1/2016 22:20,50,0,23.06666667,40.42666667
14/1/2016 22:30,40,0,23.2,40.16333333
14/1/2016 22:40,50,0,23.26,40.09
14/1/2016 22:50,50,0,23.39,40.06
14/1/2016 23:00,50,0,23.39,40
14/1/2016 23:10,40,0,23.5,40
14/1/2016 23:20,30,0,23.56666667,39.93333333
14/1/2016 23:30,30,0,23.6,39.79
14/1/2016 23:40,40,0,23.6,39.73
14/1/2016 23:50,40,0,23.6,39.66333333
15/1/2016 0:00,50,0,23.66666667,39.66333333
15/1/2016 0:10,60,0,23.7,39.59
15/1/2016 0:20,50,0,23.7,39.56
15/1/2016 0:30,60,0,23.7,39.43333333
15/1/2016 0:40,50,0,23.79,39.26
15/1/2016 0:50,50,0,23.79,39.2
15/1/2016 1:00,50,0,23.79,39.16333333
15/1/2016 1:10,50,0,23.73,39.09
15/1/2016 1:20,50,0,23.7,39.09
15/1/2016 1:30,50,0,23.7,39.03
15/1/2016 1:40,60,0,23.7,39.09
15/1/2016 1:50,50,0,23.63333333,39.03
15/1/2016 2:00,50,0,23.6,39.03
15/1/2016 2:10,50,0,23.6,39.09
15/1/2016 2:20,50,0,23.5,39.09
15/1/2016 2:30,40,0,23.42666667,39.09
15/1/2016 2:40,50,0,23.39,39.23
15/1/2016 2:50,40,0,23.32333333,39.36333333
15/1/2016 3:00,30,0,23.29,39.5
15/1/2016 3:10,40,0,23.23,39.43333333
15/1/2016 3:20,30,0,23.2,39.5
15/1/2016 3:30,60,0,23.13333333,39.43333333
15/1/2016 3:40,50,0,23.1,39.45
15/1/2016 3:50,50,0,23,39.4
15/1/2016 4:00,40,0,22.92666667,39.4
15/1/2016 4:10,50,0,22.89,39.43333333
15/1/2016 4:20,60,0,22.82333333,39.5
15/1/2016 4:30,50,0,22.79,39.53
15/1/2016 4:40,50,0,22.73,39.59
15/1/2016 4:50,50,0,22.66666667,39.56
15/1/2016 5:00,50,0,22.6,39.5
15/1/2016 5:10,40,0,22.56666667,39.5
15/1/2016 5:20,50,0,22.5,39.5
15/1/2016 5:30,50,0,22.39,39.4
15/1/2016 5:40,50,0,22.39,39.4
15/1/2016 5:50,60,0,22.35666667,39.86333333
15/1/2016 6:00,50,0,22.29,39.79
15/1/2016 6:10,40,0,22.2,39.7
15/1/2016 6:20,50,0,22.2,39.7
15/1/2016 6:30,50,0,22.16666667,39.7
15/1/2016 6:40,50,0,22.1,39.7
15/1/2016 6:50,30,0,22.06666667,39.66333333
15/1/2016 7:00,70,10,22,39.6175
15/1/2016 7:10,50,10,21.92666667,39.9
15/1/2016 7:20,50,10,21.89,40.22333333
15/1/2016 7:30,50,10,21.89,40.29666667
15/1/2016 7:40,50,0,21.85666667,40.36333333
15/1/2016 7:50,40,10,21.79,40.09666667
15/1/2016 8:00,50,10,21.63333333,36.66666667
15/1/2016 8:10,50,10,21.36,34.4
15/1/2016 8:20,150,10,21.06666667,33.43333333
15/1/2016 8:30,390,20,21,33.56
15/1/2016 8:40,390,10,20.89,33.86
15/1/2016 8:50,380,10,20.89,34.19333333
15/1/2016 9:00,400,10,20.79,34.66666667
15/1/2016 9:10,370,10,20.79,35.19333333
15/1/2016 9:20,310,10,20.76,35.92666667
15/1/2016 9:30,40,10,20.76,36.4
15/1/2016 9:40,50,0,20.79,36.69333333
15/1/2016 9:50,70,10,20.79,37.02666667
15/1/2016 10:00,60,10,20.89,37.36
15/1/2016 10:10,90,10,20.89,37.63333333
15/1/2016 10:20,60,10,20.89,37.8
15/1/2016 10:30,60,20,20.89,38.06666667
15/1/2016 10:40,100,0,20.89,38.2
15/1/2016 10:50,380,10,20.92666667,38.29
15/1/2016 11:00,390,10,21,38.36333333
15/1/2016 11:10,130,10,21,38.43333333
15/1/2016 11:20,60,0,21,38.56
15/1/2016 11:30,60,10,20.96333333,38.59
15/1/2016 11:40,50,10,20.89,38.59
15/1/2016 11:50,60,10,20.89,38.52666667
15/1/2016 12:00,60,10,20.89,38.4
15/1/2016 12:10,240,0,20.89,38.5
15/1/2016 12:20,80,10,20.89,38.89333333
15/1/2016 12:30,80,0,21,39.79
15/1/2016 12:40,400,0,21,39.99
15/1/2016 12:50,400,0,21.1,39.52666667
15/1/2016 13:00,460,10,21.1,39.32666667
15/1/2016 13:10,170,0,21.2,39.16333333
15/1/2016 13:20,210,0,21.2,39.03
15/1/2016 13:30,190,0,21.29,38.995
15/1/2016 13:40,70,0,21.32333333,38.76
15/1/2016 13:50,80,0,21.39,38.7
15/1/2016 14:00,60,10,21.42666667,38.79
15/1/2016 14:10,70,0,21.5,38.79
15/1/2016 14:20,60,0,21.5,38.82666667
15/1/2016 14:30,70,0,21.5,39.02666667
15/1/2016 14:40,60,0,21.6,39.06
15/1/2016 14:50,60,0,21.66666667,38.93333333
15/1/2016 15:00,60,0,21.73,38.69333333
15/1/2016 15:10,60,0,21.79,38.36
15/1/2016 15:20,60,0,21.82333333,38.29
15/1/2016 15:30,50,10,21.96333333,38.29
15/1/2016 15:40,50,0,22.03333333,38.12666667
15/1/2016 15:50,60,0,22.16666667,38.2
15/1/2016 16:00,50,0,22.2,38.09
15/1/2016 16:10,50,0,22.26,38.09
15/1/2016 16:20,70,0,22.32333333,38.06
15/1/2016 16:30,50,0,22.32333333,38
15/1/2016 16:40,60,0,22.32333333,37.96666667
15/1/2016 16:50,60,0,22.39,37.8725
15/1/2016 17:00,90,0,22.39,37.86333333
15/1/2016 17:10,100,10,22.39,37.79
15/1/2016 17:20,90,0,22.39,37.79
15/1/2016 17:30,100,10,22.39,37.79
15/1/2016 17:40,110,0,22.39,37.79
15/1/2016 17:50,100,10,22.39,37.79
15/1/2016 18:00,80,0,22.39,37.79
15/1/2016 18:10,110,10,22.39,37.86
